inv_numb,node,x,y,w,h,neighbors
inv-0065,"(18, 3)",707,722,8,8,"[(18, 2), (18, 4)]"
inv-0065,"(18, 4)",840,718,37,11,"[(18, 3), (18, 5)]"
inv-0065,"(18, 5)",951,718,75,11,"[(18, 4), (18, 6)]"
inv-0065,"(18, 6)",1107,717,67,11,"[(18, 5)]"
inv-0065,"(19, 0)",132,738,251,14,"[(18, 0), (20, 0)]"
inv-0065,"(20, 0)",95,759,7,11,"[(19, 0), (21, 0), (20, 1)]"
inv-0065,"(20, 1)",132,758,307,14,"[(20, 0), (20, 2)]"
inv-0065,"(20, 2)",650,756,49,12,"[(20, 1), (20, 3)]"
inv-0065,"(20, 3)",708,759,7,8,"[(20, 2), (20, 4)]"
inv-0065,"(20, 4)",840,756,37,11,"[(20, 3), (20, 5)]"
inv-0065,"(20, 5)",951,755,75,12,"[(20, 4), (20, 6)]"
inv-0065,"(20, 6)",1108,755,66,11,"[(20, 5)]"
inv-0065,"(21, 0)",132,776,252,13,"[(20, 0), (22, 0)]"
inv-0065,"(22, 0)",95,798,7,10,"[(21, 0), (23, 0), (22, 1)]"
inv-0065,"(22, 1)",132,795,307,15,"[(22, 0), (22, 2)]"
inv-0065,"(22, 2)",650,794,50,12,"[(22, 1), (22, 3)]"
inv-0065,"(22, 3)",707,797,8,8,"[(22, 2), (22, 4)]"
inv-0065,"(22, 4)",840,794,38,11,"[(22, 3), (22, 5)]"
inv-0065,"(22, 5)",951,793,75,11,"[(22, 4), (22, 6)]"
inv-0065,"(22, 6)",1108,793,66,11,"[(22, 5)]"
inv-0065,"(23, 0)",133,813,251,14,"[(22, 0), (24, 0)]"
inv-0065,"(24, 0)",96,835,6,11,"[(23, 0), (25, 0), (24, 1)]"
inv-0065,"(24, 1)",133,833,306,14,"[(24, 0), (24, 2)]"
inv-0065,"(24, 2)",651,832,49,11,"[(24, 1), (24, 3)]"
inv-0065,"(24, 3)",708,835,7,8,"[(24, 2), (24, 4)]"
inv-0065,"(24, 4)",841,831,37,12,"[(24, 3), (24, 5)]"
inv-0065,"(24, 5)",951,831,75,11,"[(24, 4), (24, 6)]"
inv-0065,"(24, 6)",1108,831,64,11,"[(24, 5)]"
inv-0065,"(25, 0)",133,851,251,14,"[(24, 0), (26, 0)]"
inv-0065,"(26, 0)",75,874,46,13,"[(25, 0), (27, 0)]"
inv-0065,"(26, 1)",616,871,83,13,"[(26, 2)]"
inv-0065,"(26, 2)",928,870,98,13,"[(26, 1), (26, 3)]"
inv-0065,"(26, 3)",1091,869,81,13,"[(26, 2)]"
inv-0065,"(27, 0)",76,916,377,19,"[(26, 0), (28, 0)]"
inv-0065,"(28, 0)",76,939,964,21,"[(27, 0), (29, 0)]"
inv-0065,"(29, 0)",77,1029,126,17,"[(28, 0), (30, 0)]"
inv-0065,"(29, 1)",705,1027,7,4,"[(30, 1), (29, 2)]"
inv-0065,"(29, 2)",941,1024,153,15,"[(30, 2), (29, 1)]"
inv-0065,"(30, 0)",344,1055,76,10,"[(29, 0), (31, 0), (30, 1)]"
inv-0065,"(30, 1)",666,1053,57,10,"[(29, 1), (31, 1), (30, 0), (30, 2)]"
inv-0065,"(30, 2)",941,1050,158,13,"[(29, 2), (30, 1)]"
inv-0065,"(31, 0)",77,1099,270,17,"[(30, 0), (32, 0)]"
inv-0065,"(31, 1)",942,1095,152,14,"[(30, 1), (32, 1)]"
inv-0065,"(32, 0)",666,1123,57,11,"[(31, 0), (33, 0), (32, 1)]"
inv-0065,"(32, 1)",941,1120,159,14,"[(31, 1), (32, 0)]"
inv-0065,"(33, 0)",772,1148,425,22,"[(32, 0), (34, 0)]"
inv-0065,"(34, 0)",768,1186,307,23,"[(33, 0), (35, 0), (34, 1)]"
inv-0065,"(34, 1)",1120,1190,102,18,"[(35, 1), (34, 0)]"
inv-0065,"(35, 0)",188,1259,625,266,"[(34, 0), (36, 0), (35, 1)]"
inv-0065,"(35, 1)",862,1470,13,47,"[(34, 1), (36, 1), (35, 0), (35, 2)]"
inv-0065,"(35, 2)",979,1436,34,51,"[(36, 2), (35, 1)]"
inv-0065,"(36, 0)",162,1526,134,214,"[(35, 0), (37, 0), (36, 1)]"
inv-0065,"(36, 1)",586,1690,143,45,"[(35, 1), (37, 1), (36, 0), (36, 2)]"
inv-0065,"(36, 2)",600,1621,220,114,"[(35, 2), (36, 1), (36, 3)]"
inv-0065,"(36, 3)",863,1524,282,207,"[(36, 2)]"
inv-0065,"(37, 0)",909,1607,73,122,"[(36, 0), (37, 1)]"
inv-0065,"(37, 1)",1074,1597,40,132,"[(36, 1), (37, 0)]"
inv-0066,"(0, 0)",1192,53,481,13,"[(1, 0)]"
inv-0066,"(1, 0)",1378,67,293,11,"[(0, 0), (2, 0)]"
inv-0066,"(2, 0)",55,79,481,24,"[(1, 0), (3, 0)]"
inv-0066,"(3, 0)",55,111,242,22,"[(2, 0), (4, 0)]"
inv-0066,"(4, 0)",52,139,251,15,"[(3, 0), (5, 0)]"
inv-0066,"(5, 0)",51,157,372,14,"[(4, 0), (6, 0)]"
inv-0066,"(6, 0)",52,176,273,13,"[(5, 0), (7, 0)]"
inv-0066,"(7, 0)",52,189,902,18,"[(6, 0), (8, 0)]"
inv-0066,"(8, 0)",52,208,760,17,"[(7, 0), (9, 0)]"
inv-0066,"(9, 0)",52,231,216,12,"[(8, 0), (10, 0)]"
inv-0066,"(9, 1)",722,229,12,7,[]
inv-0066,"(10, 0)",52,248,194,13,"[(9, 0), (11, 0)]"
inv-0066,"(11, 0)",52,265,389,14,"[(10, 0), (12, 0)]"
inv-0066,"(12, 0)",52,283,286,13,"[(11, 0), (13, 0)]"
inv-0066,"(13, 0)",52,301,316,13,"[(12, 0), (14, 0)]"
inv-0066,"(14, 0)",52,318,519,15,"[(13, 0), (15, 0)]"
inv-0066,"(15, 0)",51,346,237,13,"[(14, 0), (16, 0)]"
inv-0066,"(16, 0)",53,393,295,43,"[(15, 0), (17, 0), (16, 1)]"
inv-0066,"(16, 1)",362,400,56,27,"[(17, 1), (16, 0), (16, 2)]"
inv-0066,"(16, 2)",482,372,66,28,"[(16, 1), (16, 3)]"
inv-0066,"(16, 3)",618,390,48,43,"[(16, 2), (16, 4)]"
inv-0066,"(16, 4)",691,389,82,43,"[(16, 3), (16, 5)]"
inv-0066,"(16, 5)",788,365,103,74,"[(16, 4), (16, 6)]"
inv-0066,"(16, 6)",927,380,41,57,"[(16, 5), (16, 7)]"
inv-0066,"(16, 7)",1013,395,64,25,"[(16, 6), (16, 8)]"
inv-0066,"(16, 8)",1110,386,96,43,"[(16, 7), (16, 9)]"
inv-0066,"(16, 9)",1221,370,118,71,"[(16, 8), (16, 10)]"
inv-0066,"(16, 10)",1363,365,141,29,"[(16, 9), (16, 11)]"
inv-0066,"(16, 11)",1539,376,109,58,"[(16, 10)]"
inv-0066,"(17, 0)",497,448,97,13,"[(16, 0), (18, 0), (17, 1)]"
inv-0066,"(17, 1)",827,445,32,7,"[(16, 1), (18, 1), (17, 0)]"
inv-0066,"(18, 0)",200,472,3,7,"[(17, 0), (19, 0), (18, 1)]"
inv-0066,"(18, 1)",386,471,11,8,"[(17, 1), (19, 1), (18, 0), (18, 2)]"
inv-0066,"(18, 2)",459,470,5,8,"[(19, 2), (18, 1), (18, 3)]"
inv-0066,"(18, 3)",539,469,12,9,"[(19, 3), (18, 2), (18, 4)]"
inv-0066,"(18, 4)",639,469,6,8,"[(19, 4), (18, 3), (18, 5)]"
inv-0066,"(18, 5)",731,468,5,8,"[(19, 5), (18, 4), (18, 6)]"
inv-0066,"(18, 6)",840,467,5,8,"[(19, 6), (18, 5), (18, 7)]"
inv-0066,"(18, 7)",945,466,5,9,"[(19, 7), (18, 6), (18, 8)]"
inv-0066,"(18, 8)",1044,466,6,8,"[(19, 8), (18, 7), (18, 9)]"
inv-0066,"(18, 9)",1157,465,5,8,"[(19, 9), (18, 8), (18, 10)]"
inv-0066,"(18, 10)",1278,464,6,8,"[(18, 9), (18, 11)]"
inv-0066,"(18, 11)",1378,464,11,8,"[(18, 10), (18, 12)]"
inv-0066,"(18, 12)",1463,463,16,8,"[(18, 11), (18, 13)]"
inv-0066,"(18, 13)",1590,462,9,8,"[(18, 12)]"
inv-0066,"(19, 0)",53,488,269,13,"[(18, 0), (20, 0), (19, 1)]"
inv-0066,"(19, 1)",436,487,20,10,"[(18, 1), (20, 1), (19, 0), (19, 2)]"
inv-0066,"(19, 2)",495,489,6,7,"[(18, 2), (20, 2), (19, 1), (19, 3)]"
inv-0066,"(19, 3)",639,485,43,10,"[(18, 3), (20, 3), (19, 2), (19, 4)]"
inv-0066,"(19, 4)",747,484,32,10,"[(18, 4), (20, 4), (19, 3), (19, 5)]"
inv-0066,"(19, 5)",836,484,65,10,"[(18, 5), (20, 5), (19, 4), (19, 6)]"
inv-0066,"(19, 6)",923,483,65,11,"[(18, 6), (20, 6), (19, 5), (19, 7)]"
inv-0066,"(19, 7)",995,483,25,9,"[(18, 7), (20, 7), (19, 6), (19, 8)]"
inv-0066,"(19, 8)",1157,481,57,10,"[(18, 8), (20, 8), (19, 7), (19, 9)]"
inv-0066,"(19, 9)",1278,480,66,11,"[(18, 9), (20, 9), (19, 8)]"
inv-0066,"(20, 0)",53,504,269,30,"[(19, 0), (21, 0), (20, 1)]"
inv-0066,"(20, 1)",436,520,20,10,"[(19, 1), (21, 1), (20, 0), (20, 2)]"
inv-0066,"(20, 2)",495,522,6,7,"[(19, 2), (21, 2), (20, 1), (20, 3)]"
inv-0066,"(20, 3)",639,518,43,10,"[(19, 3), (21, 3), (20, 2), (20, 4)]"
inv-0066,"(20, 4)",747,517,32,10,"[(19, 4), (21, 4), (20, 3), (20, 5)]"
inv-0066,"(20, 5)",836,516,65,11,"[(19, 5), (21, 5), (20, 4), (20, 6)]"
inv-0066,"(20, 6)",923,516,65,12,"[(19, 6), (21, 6), (20, 5), (20, 7)]"
inv-0066,"(20, 7)",995,516,25,9,"[(19, 7), (21, 7), (20, 6), (20, 8)]"
inv-0066,"(20, 8)",1157,514,58,10,"[(19, 8), (21, 8), (20, 7), (20, 9)]"
inv-0066,"(20, 9)",1279,513,65,11,"[(19, 9), (21, 9), (20, 8)]"
inv-0066,"(21, 0)",53,537,269,30,"[(20, 0), (22, 0), (21, 1)]"
inv-0066,"(21, 1)",436,553,21,10,"[(20, 1), (22, 1), (21, 0), (21, 2)]"
inv-0066,"(21, 2)",495,555,7,8,"[(20, 2), (22, 2), (21, 1), (21, 3)]"
inv-0066,"(21, 3)",639,552,44,9,"[(20, 3), (22, 3), (21, 2), (21, 4)]"
inv-0066,"(21, 4)",748,551,32,10,"[(20, 4), (22, 4), (21, 3), (21, 5)]"
inv-0066,"(21, 5)",837,550,65,10,"[(20, 5), (22, 5), (21, 4), (21, 6)]"
inv-0066,"(21, 6)",923,550,66,11,"[(20, 6), (22, 6), (21, 5), (21, 7)]"
inv-0066,"(21, 7)",995,549,25,10,"[(20, 7), (22, 7), (21, 6), (21, 8)]"
inv-0066,"(21, 8)",1157,548,58,10,"[(20, 8), (22, 8), (21, 7), (21, 9)]"
inv-0066,"(21, 9)",1279,547,65,10,"[(20, 9), (22, 9), (21, 8)]"
inv-0066,"(22, 0)",53,570,269,30,"[(21, 0), (23, 0), (22, 1)]"
inv-0066,"(22, 1)",436,587,21,9,"[(21, 1), (23, 1), (22, 0), (22, 2)]"
inv-0066,"(22, 2)",495,589,7,7,"[(21, 2), (23, 2), (22, 1), (22, 3)]"
inv-0066,"(22, 3)",639,585,44,10,"[(21, 3), (23, 3), (22, 2), (22, 4)]"
inv-0066,"(22, 4)",748,584,32,10,"[(21, 4), (23, 4), (22, 3), (22, 5)]"
inv-0066,"(22, 5)",837,583,65,10,"[(21, 5), (23, 5), (22, 4), (22, 6)]"
inv-0066,"(22, 6)",923,583,66,11,"[(21, 6), (23, 6), (22, 5), (22, 7)]"
inv-0066,"(22, 7)",995,582,25,10,"[(21, 7), (23, 7), (22, 6), (22, 8)]"
inv-0066,"(22, 8)",1158,581,57,10,"[(21, 8), (23, 8), (22, 7), (22, 9)]"
inv-0066,"(22, 9)",1279,580,65,10,"[(21, 9), (23, 9), (22, 8)]"
inv-0066,"(23, 0)",53,603,270,30,"[(22, 0), (24, 0), (23, 1)]"
inv-0066,"(23, 1)",437,620,20,9,"[(22, 1), (24, 1), (23, 0), (23, 2)]"
inv-0066,"(23, 2)",495,622,7,7,"[(22, 2), (24, 2), (23, 1), (23, 3)]"
inv-0066,"(23, 3)",640,618,43,10,"[(22, 3), (24, 3), (23, 2), (23, 4)]"
inv-0066,"(23, 4)",748,617,32,10,"[(22, 4), (24, 4), (23, 3), (23, 5)]"
inv-0066,"(23, 5)",836,616,66,10,"[(22, 5), (24, 5), (23, 4), (23, 6)]"
inv-0066,"(23, 6)",923,616,66,11,"[(22, 6), (24, 6), (23, 5), (23, 7)]"
inv-0066,"(23, 7)",995,616,26,9,"[(22, 7), (23, 6), (23, 8)]"
inv-0066,"(23, 8)",1157,614,56,10,"[(22, 8), (23, 7), (23, 9)]"
inv-0066,"(23, 9)",1279,613,65,10,"[(22, 9), (23, 8)]"
inv-0066,"(24, 0)",54,636,221,30,"[(23, 0), (25, 0)]"
inv-0066,"(24, 1)",731,651,8,10,"[(23, 1), (25, 1), (24, 2)]"
inv-0066,"(24, 2)",827,650,75,10,"[(23, 2), (25, 2), (24, 1), (24, 3)]"
inv-0066,"(24, 3)",945,650,8,9,"[(23, 3), (25, 3), (24, 2), (24, 4)]"
inv-0066,"(24, 4)",1044,649,8,9,"[(23, 4), (25, 4), (24, 3), (24, 5)]"
inv-0066,"(24, 5)",1151,648,63,10,"[(23, 5), (25, 5), (24, 4), (24, 6)]"
inv-0066,"(24, 6)",1269,647,75,10,"[(23, 6), (24, 5)]"
inv-0066,"(25, 0)",54,692,199,27,"[(24, 0), (26, 0), (25, 1)]"
inv-0066,"(25, 1)",375,695,27,23,"[(24, 1), (25, 0), (25, 2)]"
inv-0066,"(25, 2)",462,704,101,10,"[(24, 2), (25, 1), (25, 3)]"
inv-0066,"(25, 3)",725,686,196,28,"[(24, 3), (25, 2), (25, 4)]"
inv-0066,"(25, 4)",988,665,45,72,"[(24, 4), (25, 3), (25, 5)]"
inv-0066,"(25, 5)",1099,699,99,10,"[(24, 5), (25, 4)]"
inv-0066,"(26, 0)",54,761,224,12,"[(25, 0), (27, 0)]"
inv-0066,"(27, 0)",54,777,199,11,"[(26, 0), (28, 0)]"
inv-0066,"(27, 1)",963,786,229,21,"[(28, 1)]"
inv-0066,"(28, 0)",1351,419,61,27,"[(27, 0), (29, 0), (28, 1)]"
inv-0066,"(28, 1)",1427,421,89,23,"[(27, 1), (29, 1), (28, 0)]"
inv-0066,"(29, 0)",451,435,20,10,"[(28, 0), (30, 0), (29, 1)]"
inv-0066,"(29, 1)",504,419,79,23,"[(28, 1), (29, 0)]"
inv-0066,"(30, 0)",1208,716,34,9,"[(29, 0), (31, 0)]"
inv-0066,"(31, 0)",573,721,34,9,"[(30, 0), (32, 0)]"
inv-0066,"(32, 0)",355,722,45,9,"[(31, 0), (33, 0)]"
inv-0066,"(33, 0)",574,790,34,9,"[(32, 0), (34, 0)]"
inv-0066,"(34, 0)",359,791,42,9,"[(33, 0)]"
inv-0067,"(0, 0)",1073,47,607,16,"[(1, 0)]"
inv-0067,"(1, 0)",1619,72,23,8,"[(0, 0), (2, 0)]"
inv-0067,"(2, 0)",1469,102,53,9,"[(1, 0), (3, 0)]"
inv-0067,"(3, 0)",127,140,99,9,"[(2, 0), (4, 0), (3, 1)]"
inv-0067,"(3, 1)",288,122,59,8,"[(3, 0), (3, 2)]"
inv-0067,"(3, 2)",397,121,56,26,"[(3, 1), (3, 3)]"
inv-0067,"(3, 3)",680,118,40,10,"[(3, 2), (3, 4)]"
inv-0067,"(3, 4)",799,115,215,26,"[(3, 3), (3, 5)]"
inv-0067,"(3, 5)",1057,114,113,9,"[(3, 4), (3, 6)]"
inv-0067,"(3, 6)",1294,112,27,9,"[(3, 5), (3, 7)]"
inv-0067,"(3, 7)",1509,128,14,9,"[(3, 6), (3, 8)]"
inv-0067,"(3, 8)",1621,126,14,9,"[(3, 7)]"
inv-0067,"(4, 0)",713,151,329,11,"[(3, 0), (5, 0)]"
inv-0067,"(5, 0)",1393,179,132,9,"[(4, 0), (6, 0)]"
inv-0067,"(6, 0)",125,187,473,84,"[(5, 0), (7, 0), (6, 1)]"
inv-0067,"(6, 1)",661,222,51,28,"[(7, 1), (6, 0), (6, 2)]"
inv-0067,"(6, 2)",764,198,529,68,"[(7, 2), (6, 1), (6, 3)]"
inv-0067,"(6, 3)",1339,199,64,44,"[(7, 3), (6, 2), (6, 4)]"
inv-0067,"(6, 4)",1510,215,14,45,"[(7, 4), (6, 3), (6, 5)]"
inv-0067,"(6, 5)",1613,204,36,45,"[(7, 5), (6, 4)]"
inv-0067,"(7, 0)",154,274,957,53,"[(6, 0), (8, 0), (7, 1)]"
inv-0067,"(7, 1)",1161,272,25,10,"[(6, 1), (8, 1), (7, 0), (7, 2)]"
inv-0067,"(7, 2)",1240,271,20,9,"[(6, 2), (8, 2), (7, 1), (7, 3)]"
inv-0067,"(7, 3)",1355,271,48,9,"[(6, 3), (7, 2), (7, 4)]"
inv-0067,"(7, 4)",1510,287,52,28,"[(6, 4), (7, 3), (7, 5)]"
inv-0067,"(7, 5)",1606,285,51,30,"[(6, 5), (7, 4)]"
inv-0067,"(8, 0)",436,331,280,10,"[(7, 0), (9, 0)]"
inv-0067,"(8, 1)",1548,328,21,8,"[(7, 1), (9, 1), (8, 2)]"
inv-0067,"(8, 2)",1595,326,24,9,"[(7, 2), (9, 2), (8, 1)]"
inv-0067,"(9, 0)",688,358,214,10,"[(8, 0), (10, 0)]"
inv-0067,"(9, 1)",1309,356,151,9,"[(8, 1), (10, 1), (9, 2)]"
inv-0067,"(9, 2)",1529,355,33,9,"[(8, 2), (10, 2), (9, 1), (9, 3)]"
inv-0067,"(9, 3)",1614,353,6,9,"[(9, 2)]"
inv-0067,"(10, 0)",591,382,13,15,"[(9, 0), (11, 0)]"
inv-0067,"(10, 1)",1548,379,22,9,"[(9, 1), (10, 2)]"
inv-0067,"(10, 2)",1595,375,14,9,"[(9, 2), (10, 1)]"
inv-0067,"(11, 0)",1487,404,83,10,"[(10, 0), (12, 0)]"
inv-0067,"(12, 0)",62,430,846,104,"[(11, 0), (13, 0), (12, 1)]"
inv-0067,"(12, 1)",958,427,215,78,"[(13, 1), (12, 0), (12, 2)]"
inv-0067,"(12, 2)",1236,443,32,61,"[(13, 2), (12, 1), (12, 3)]"
inv-0067,"(12, 3)",1316,422,339,81,"[(13, 3), (12, 2)]"
inv-0067,"(13, 0)",116,539,271,31,"[(12, 0), (14, 0), (13, 1)]"
inv-0067,"(13, 1)",553,557,7,8,"[(12, 1), (14, 1), (13, 0), (13, 2)]"
inv-0067,"(13, 2)",621,555,3,9,"[(12, 2), (14, 2), (13, 1)]"
inv-0067,"(13, 3)",1006,551,6,9,"[(12, 3), (14, 3), (13, 4)]"
inv-0067,"(13, 4)",1274,549,4,9,"[(14, 4), (13, 3), (13, 5)]"
inv-0067,"(13, 5)",1337,548,33,9,"[(14, 5), (13, 4), (13, 6)]"
inv-0067,"(13, 6)",1510,546,52,10,"[(14, 6), (13, 5), (13, 7)]"
inv-0067,"(13, 7)",1657,545,25,9,"[(14, 7), (13, 6)]"
inv-0067,"(14, 0)",116,577,271,28,"[(13, 0), (15, 0), (14, 1)]"
inv-0067,"(14, 1)",553,593,7,7,"[(13, 1), (15, 1), (14, 0), (14, 2)]"
inv-0067,"(14, 2)",621,590,21,9,"[(13, 2), (15, 2), (14, 1)]"
inv-0067,"(14, 3)",1067,586,22,9,"[(13, 3), (15, 3), (14, 4)]"
inv-0067,"(14, 4)",1162,585,34,9,"[(13, 4), (15, 4), (14, 3), (14, 5)]"
inv-0067,"(14, 5)",1274,584,4,9,"[(13, 5), (15, 5), (14, 4), (14, 6)]"
inv-0067,"(14, 6)",1330,584,4,9,"[(13, 6), (15, 6), (14, 5), (14, 7)]"
inv-0067,"(14, 7)",1530,582,34,9,"[(13, 7), (15, 7), (14, 6), (14, 8)]"
inv-0067,"(14, 8)",1622,581,23,9,"[(15, 8), (14, 7)]"
inv-0067,"(15, 0)",102,610,285,31,"[(14, 0), (16, 0), (15, 1)]"
inv-0067,"(15, 1)",554,628,6,7,"[(14, 1), (16, 1), (15, 0), (15, 2)]"
inv-0067,"(15, 2)",629,625,4,9,"[(14, 2), (16, 2), (15, 1)]"
inv-0067,"(15, 3)",979,622,22,9,"[(14, 3), (16, 3), (15, 4)]"
inv-0067,"(15, 4)",1082,621,23,9,"[(14, 4), (16, 4), (15, 3), (15, 5)]"
inv-0067,"(15, 5)",1175,620,4,9,"[(14, 5), (16, 5), (15, 4), (15, 6)]"
inv-0067,"(15, 6)",1330,619,39,9,"[(14, 6), (16, 6), (15, 5), (15, 7)]"
inv-0067,"(15, 7)",1455,618,7,9,"[(14, 7), (16, 7), (15, 6), (15, 8)]"
inv-0067,"(15, 8)",1565,617,7,9,"[(14, 8), (16, 8), (15, 7), (15, 9)]"
inv-0067,"(15, 9)",1622,616,60,9,"[(15, 8)]"
inv-0067,"(16, 0)",116,647,271,29,"[(15, 0), (17, 0), (16, 1)]"
inv-0067,"(16, 1)",554,664,6,7,"[(15, 1), (17, 1), (16, 0), (16, 2)]"
inv-0067,"(16, 2)",621,661,12,9,"[(15, 2), (17, 2), (16, 1)]"
inv-0067,"(16, 3)",988,657,4,9,"[(15, 3), (17, 3), (16, 4)]"
inv-0067,"(16, 4)",1263,655,25,9,"[(15, 4), (17, 4), (16, 3), (16, 5)]"
inv-0067,"(16, 5)",1372,654,25,9,"[(15, 5), (17, 5), (16, 4), (16, 6)]"
inv-0067,"(16, 6)",1511,653,6,9,"[(15, 6), (17, 6), (16, 5), (16, 7)]"
inv-0067,"(16, 7)",1613,652,7,9,"[(15, 7), (17, 7), (16, 6), (16, 8)]"
inv-0067,"(16, 8)",1668,651,7,9,"[(15, 8), (16, 7)]"
inv-0067,"(17, 0)",117,683,147,8,"[(16, 0), (18, 0)]"
inv-0067,"(17, 1)",667,697,118,9,"[(16, 1), (17, 2)]"
inv-0067,"(17, 2)",961,693,25,9,"[(16, 2), (17, 1), (17, 3)]"
inv-0067,"(17, 3)",1182,691,7,9,"[(16, 3), (17, 2), (17, 4)]"
inv-0067,"(17, 4)",1319,690,17,9,"[(16, 4), (17, 3), (17, 5)]"
inv-0067,"(17, 5)",1391,689,6,9,"[(16, 5), (17, 4), (17, 6)]"
inv-0067,"(17, 6)",1512,688,58,10,"[(16, 6), (17, 5), (17, 7)]"
inv-0067,"(17, 7)",1641,687,7,9,"[(16, 7), (17, 6)]"
inv-0067,"(18, 0)",1296,714,42,8,"[(17, 0), (19, 0)]"
inv-0067,"(19, 0)",246,722,274,11,"[(18, 0), (20, 0)]"
inv-0067,"(20, 0)",936,734,46,8,"[(19, 0), (21, 0)]"
inv-0067,"(21, 0)",1296,747,191,10,"[(20, 0), (22, 0)]"
inv-0067,"(22, 0)",238,758,73,9,"[(21, 0), (23, 0), (22, 1)]"
inv-0067,"(22, 1)",496,756,20,7,"[(22, 0)]"
inv-0067,"(23, 0)",858,769,43,7,"[(22, 0), (24, 0)]"
inv-0067,"(24, 0)",685,786,111,9,"[(23, 0), (25, 0), (24, 1)]"
inv-0067,"(24, 1)",867,783,249,11,"[(25, 1), (24, 0)]"
inv-0067,"(25, 0)",247,809,62,8,"[(24, 0), (26, 0)]"
inv-0067,"(25, 1)",673,804,130,9,"[(24, 1)]"
inv-0067,"(25, 2)",1192,799,46,8,[]
inv-0067,"(26, 0)",1279,818,47,7,"[(25, 0), (27, 0)]"
inv-0067,"(27, 0)",66,828,308,10,"[(26, 0), (28, 0), (27, 1)]"
inv-0067,"(27, 1)",557,824,47,6,"[(27, 0), (27, 2)]"
inv-0067,"(27, 2)",673,825,43,7,"[(27, 1)]"
inv-0067,"(28, 0)",557,843,47,4,"[(27, 0), (29, 0)]"
inv-0067,"(29, 0)",77,862,137,153,"[(28, 0), (30, 0), (29, 1)]"
inv-0067,"(29, 1)",98,856,664,278,"[(30, 1), (29, 0), (29, 2)]"
inv-0067,"(29, 2)",858,855,122,184,"[(29, 1), (29, 3)]"
inv-0067,"(29, 3)",870,855,98,297,"[(29, 2)]"
inv-0067,"(29, 4)",1711,952,5,10,[]
inv-0067,"(30, 0)",1529,511,34,9,"[(29, 0), (31, 0), (30, 1)]"
inv-0067,"(30, 1)",1620,509,34,10,"[(29, 1), (30, 0)]"
inv-0067,"(31, 0)",1382,512,7,9,"[(30, 0), (32, 0)]"
inv-0067,"(32, 0)",1055,515,33,9,"[(31, 0), (33, 0), (32, 1)]"
inv-0067,"(32, 1)",1162,514,32,9,"[(32, 0), (32, 2)]"
inv-0067,"(32, 2)",1274,513,4,9,"[(32, 1)]"
inv-0067,"(33, 0)",620,519,12,9,"[(32, 0)]"
inv-0067,"(34, 0)",1176,884,465,130,"[(35, 0)]"
inv-0067,"(35, 0)",932,913,155,238,"[(34, 0), (36, 0)]"
inv-0067,"(36, 0)",675,912,131,78,"[(35, 0), (37, 0)]"
inv-0067,"(37, 0)",557,910,39,81,"[(36, 0), (38, 0)]"
inv-0067,"(38, 0)",232,913,221,218,"[(37, 0)]"
inv-0068,"(0, 0)",234,87,766,15,"[(1, 0)]"
inv-0068,"(1, 0)",238,105,766,15,"[(0, 0), (2, 0)]"
inv-0068,"(2, 0)",306,124,626,14,"[(1, 0), (3, 0)]"
inv-0068,"(3, 0)",76,175,469,15,"[(2, 0), (4, 0), (3, 1)]"
inv-0068,"(3, 1)",610,175,35,14,"[(4, 1), (3, 0), (3, 2)]"
inv-0068,"(3, 2)",698,175,93,14,"[(3, 1)]"
inv-0068,"(4, 0)",610,200,52,14,"[(3, 0), (5, 0), (4, 1)]"
inv-0068,"(4, 1)",698,199,208,15,"[(3, 1), (4, 0)]"
inv-0068,"(5, 0)",76,221,117,14,"[(4, 0), (6, 0)]"
inv-0068,"(6, 0)",77,242,161,15,"[(5, 0), (7, 0), (6, 1)]"
inv-0068,"(6, 1)",343,241,149,15,"[(6, 0), (6, 2)]"
inv-0068,"(6, 2)",610,241,52,14,"[(6, 1), (6, 3)]"
inv-0068,"(6, 3)",698,241,208,14,"[(6, 2)]"
inv-0068,"(7, 0)",76,267,245,18,"[(6, 0), (8, 0)]"
inv-0068,"(8, 0)",76,309,82,14,"[(7, 0), (9, 0)]"
inv-0068,"(9, 0)",79,388,336,21,"[(8, 0), (10, 0)]"
inv-0068,"(10, 0)",77,477,92,16,"[(9, 0), (11, 0), (10, 1)]"
inv-0068,"(10, 1)",254,476,800,18,"[(10, 0)]"
inv-0068,"(11, 0)",254,498,512,17,"[(10, 0), (12, 0)]"
inv-0068,"(12, 0)",77,545,104,16,"[(11, 0), (13, 0), (12, 1)]"
inv-0068,"(12, 1)",254,543,845,18,"[(12, 0)]"
inv-0068,"(13, 0)",254,566,355,17,"[(12, 0), (14, 0)]"
inv-0068,"(14, 0)",77,612,336,18,"[(13, 0), (15, 0)]"
inv-0068,"(15, 0)",91,658,19,14,"[(14, 0), (16, 0), (15, 1)]"
inv-0068,"(15, 1)",198,658,279,17,"[(16, 1), (15, 0), (15, 2)]"
inv-0068,"(15, 2)",595,656,62,14,"[(16, 2), (15, 1), (15, 3)]"
inv-0068,"(15, 3)",722,656,22,16,"[(16, 3), (15, 2), (15, 4)]"
inv-0068,"(15, 4)",802,656,44,17,"[(16, 4), (15, 3), (15, 5)]"
inv-0068,"(15, 5)",927,656,61,18,"[(16, 5), (15, 4), (15, 6)]"
